ra,dec,z,zErr,dered_u,dered_g,dered_r,dered_i,dered_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z
179.67071,-0.59716741,0.02139761,1.11662E-05,17.86943,16.70293,16.27816,16.0936,15.99345,0.025806,0.00580093,0.005901441,0.007641658,0.02162214
180.873,1.2293346,0.02004178,1.005681E-05,16.92858,15.19461,14.43151,14.07448,13.78682,0.0126246,0.002476819,0.002164938,0.002207769,0.003654015
181.05224,0.80257168,0.009787623,7.090042E-06,18.019,17.03829,16.69249,16.52057,16.39145,0.02063796,0.005410356,0.005445383,0.006877416,0.01765024
181.22755,1.2156037,0.0212666,1.758325E-05,17.63509,16.32298,15.67883,15.36887,15.13571,0.02103817,0.004285307,0.003677991,0.003802006,0.008865462
181.38327,0.039233498,0.02165059,1.470159E-05,18.80892,17.63501,17.2411,17.02613,16.88731,0.07481109,0.01006022,0.01033842,0.01170772,0.041814
184.89867,1.2166407,0.0212823,6.901199E-06,18.7515,17.62378,17.19394,16.97698,16.83034,0.03152082,0.006600182,0.006315183,0.007301765,0.02041184
184.81743,0.64817006,0.02141541,1.706886E-05,18.71606,17.49365,16.96042,16.69837,16.52746,0.03936721,0.007732686,0.007360994,0.008893408,0.02168796
184.85513,0.63096249,0.02166561,6.885874E-06,17.23226,15.46004,14.69253,14.32715,14.06346,0.01043857,0.002612586,0.002339218,0.002382123,0.003416231
185.27933,0.4613369,0.006317841,4.451309E-06,18.03033,17.36731,17.19954,17.13951,17.06736,0.01743609,0.005581369,0.006191107,0.008305418,0.02342728
185.14071,0.78821212,0.00707815,6.667559E-06,15.88502,14.95088,14.36015,14.15709,14.11901,0.008993166,0.002916676,0.003873596,0.004894711,0.009752185
185.79147,0.42706165,0.008075255,6.594532E-06,18.5855,17.83091,17.59559,17.52,17.46049,0.03149116,0.008941446,0.0104142,0.01476877,0.042579
153.3804,3.3750033,0.004385258,1.472627E-05,15.14135,14.15012,13.75016,13.53473,13.4028,0.007344531,0.002493331,0.002382243,0.00250937,0.005099986
164.56776,4.5835747,0.02201769,9.53048E-06,16.49768,14.71047,13.90886,13.55438,13.26909,0.01248156,0.00235222,0.002014427,0.002003987,0.003249719
164.62826,4.6310034,0.02217323,9.800296E-06,16.69003,15.59117,15.1494,14.95608,14.76491,0.0115577,0.003031643,0.003068014,0.003053544,0.006594666
164.57486,4.660694,0.01472434,1.119648E-05,18.55382,17.67397,17.33004,17.18693,17.15295,0.0477258,0.01188492,0.02327624,0.02109352,0.09282038
163.35842,4.5040265,0.0190014,4.959507E-06,18.31508,17.53637,17.32047,17.35199,17.1905,0.01903872,0.005762131,0.005648558,0.006645536,0.01692484
163.89961,4.3775472,0.02209118,8.054455E-06,16.5051,14.48953,13.76683,13.31056,13.05181,0.009795285,0.00202678,0.001860197,0.001805386,0.002579006
164.19944,5.2465965,0.02399605,1.063881E-05,18.12937,16.61982,15.84858,15.44821,15.15184,0.02081211,0.003997623,0.003181377,0.003181846,0.005471176
164.01862,5.0792095,0.02252664,5.679215E-06,17.84543,16.86395,16.48403,16.30111,16.14938,0.01632301,0.004337082,0.004134843,0.004359028,0.0106085
220.13314,3.3565314,0.02434162,1.335212E-05,18.48506,17.22399,16.72397,16.48191,16.30558,0.0362152,0.006265115,0.005796976,0.006413023,0.01934614
220.74176,4.8895874,0.005484008,1.284858E-05,15.26106,13.56882,12.82522,12.36922,12.05228,0.01017796,0.002483702,0.002105916,0.002762296,0.00269999
220.87158,4.5315296,0.005772049,8.726437E-06,17.36283,16.25124,15.90154,15.79303,15.70239,0.03950241,0.01051105,0.01193487,0.0194923,0.04083194
236.50547,2.7142568,0.01255102,6.991942E-06,16.11312,15.12709,14.82395,14.65798,14.66681,0.01804648,0.003425028,0.003802525,0.004644869,0.01577003
236.56927,2.4133539,0.01227787,6.472881E-06,14.65224,14.04063,13.84018,13.86146,13.97795,0.006003936,0.00220148,0.00220303,0.002501599,0.00628866
236.4413,2.409853,0.01355872,6.929202E-06,16.15463,14.85603,14.16827,13.82092,13.50318,0.01240382,0.002842842,0.002438783,0.002442627,0.003846902
171.67182,63.482527,0.01257671,2.340195E-05,18.00214,16.53414,15.94633,15.64852,15.43934,0.1235888,0.004412148,0.003875277,0.004032667,0.01063506
171.73592,63.425392,0.01203641,7.259577E-06,15.9266,14.13432,13.3568,12.96431,12.68832,0.007395663,0.001914389,0.001757912,0.001748076,0.002457946
227.28264,0.72492755,0.005554996,3.440882E-05,18.33942,17.2357,16.76782,16.57405,16.37766,0.05662579,0.01559263,0.018749,0.01404017,0.04224658
227.26786,0.8219738,0.005489794,7.696942E-06,17.42687,16.32473,15.77731,15.51659,15.34254,0.01951587,0.004444982,0.004304942,0.00536853,0.01370592
177.40144,-1.4554916,0.01872137,8.457161E-06,16.15877,14.45134,13.69335,13.30255,12.98731,0.00813291,0.002030149,0.001862532,0.001860757,0.002618651
177.21004,-2.032265,0.005727053,5.78679E-06,15.45972,14.49782,13.99434,13.77974,13.64791,0.01101148,0.002767976,0.00259173,0.003027819,0.007546827
177.04433,-1.9891875,0.005139465,8.585809E-06,17.90948,16.9779,16.76986,16.75571,16.83515,0.03647025,0.008446462,0.01048194,0.01512535,0.05662862
178.19073,-1.6494708,0.01936841,5.383583E-06,18.91959,17.8483,17.44551,17.26974,17.15944,0.02752351,0.006517517,0.006459179,0.007976267,0.02210765
186.27508,-2.7667251,0.02476901,9.867301E-06,18.80031,17.67664,17.30742,17.08195,17.10221,0.05848873,0.01180946,0.01276204,0.01797598,0.05718259
185.97493,-3.4429425,0.006685563,9.193219E-06,14.8503,13.13194,12.34983,11.88644,11.56521,0.004761192,0.001876469,0.001729761,0.001825525,0.002146557
186.06247,-2.3510253,0.02194971,5.801469E-06,19.18819,18.23948,18.0058,17.8722,17.83497,0.06368986,0.01297523,0.01797383,0.02346802,0.08217869
186.59411,-1.2550122,0.006608162,4.852487E-06,17.08849,16.47968,16.38499,16.46854,16.60477,0.02188927,0.005946966,0.008260304,0.01532385,0.0591333
186.54928,-1.3046805,0.006750463,6.687108E-06,16.1016,15.09238,14.90826,14.7563,14.75965,0.01239414,0.00332208,0.004032513,0.004962394,0.01515331
193.83511,-3.0246319,0.02452358,8.035987E-06,16.90156,15.81867,15.34309,15.07604,14.82395,0.01489731,0.003238298,0.003083339,0.00320614,0.006816131
193.99222,-1.3493198,0.009917573,5.94432E-06,16.52707,16.24667,16.14706,16.23599,16.28963,0.01398477,0.005489709,0.006950338,0.01109609,0.04066176
193.90559,-1.3298584,0.00285163,4.990063E-06,16.58847,15.57277,15.17449,14.97181,14.81721,0.01085852,0.00290044,0.002938529,0.003442628,0.009308661
193.1521,-2.0625787,0.00940073,4.577095E-06,17.73462,16.96999,16.70888,16.68838,16.60027,0.01437181,0.00441579,0.00469673,0.005926237,0.01862071
193.56825,-2.0345676,0.01647883,1.066284E-05,16.98305,15.94916,15.45077,15.19379,14.97731,0.01259826,0.003262868,0.003065462,0.003495369,0.008065685
194.23914,-1.6936733,0.009716957,1.685309E-05,18.87022,17.8026,17.38877,17.23474,17.11525,0.04520581,0.009275588,0.01038134,0.01505822,0.04403125
199.77102,-2.5152934,0.01845026,8.8512E-06,15.9803,14.83067,14.39044,14.17143,13.9685,0.01096917,0.002899066,0.003511303,0.00383608,0.007410818
199.37196,-3.1806896,0.01812478,6.835297E-06,16.08786,15.18655,14.85853,14.70196,14.62903,0.009775816,0.003200053,0.003630509,0.003548849,0.009288246
199.54195,-1.2436469,0.0191508,1.321064E-05,15.33471,14.08563,13.43218,13.10037,12.84124,0.008066695,0.002316077,0.002084828,0.002138043,0.003930686
242.03277,1.0853526,0.0244775,4.412939E-06,17.34874,16.44684,16.0306,15.83281,15.65686,0.01693374,0.004299289,0.003854167,0.00427133,0.01010174
242.01217,0.88838749,0.02450982,1.27145E-05,19.07981,18.01011,17.62752,17.42067,17.3778,0.08689438,0.01440613,0.01463028,0.017805,0.06425205
226.67071,0.076736997,0.00554662,3.716945E-05,18.88061,17.54064,16.94456,16.70974,16.5,0.0816969,0.008648691,0.007487193,0.0104672,0.02962748
226.89243,1.1202942,0.005287491,2.953397E-05,18.47697,16.98602,16.56894,16.27142,16.12483,0.06498336,0.008620422,0.02191368,0.01013828,0.02628575
225.9819,0.43213741,0.005289246,5.276882E-06,16.62091,16.40702,16.46437,16.6331,16.58893,0.009068862,0.003944158,0.004540569,0.006469398,0.01724539
170.83518,-3.130799,0.009000656,9.99116E-06,18.12939,17.13614,16.77947,16.5969,16.402,0.0420424,0.00835536,0.01108041,0.0100879,0.03064231
170.88022,-1.2610625,0.01887096,5.432973E-06,18.65323,17.64852,17.32556,17.1495,17.08258,0.03742955,0.007585827,0.008819061,0.0105159,0.03139108
178.3088,-3.408914,0.004143043,5.470713E-06,16.93266,16.19391,15.95748,15.91039,15.8104,0.009287342,0.003354893,0.003647164,0.004974351,0.01391781
178.45122,-3.2184954,0.004816223,6.212304E-06,18.48892,17.69201,17.40456,17.27017,17.38008,0.03982592,0.009284432,0.01058773,0.01353948,0.07996612
178.36937,-3.2298046,0.00483095,6.086985E-06,17.27429,16.54952,16.34332,16.32325,16.37768,0.01788152,0.004872153,0.005635727,0.00756096,0.02784097
177.98403,-2.6424316,0.01292812,9.781284E-06,16.29942,15.21844,14.75615,14.54724,14.35594,0.008759626,0.00308026,0.002939843,0.003179638,0.00804344
178.13357,-3.6714513,0.005495979,4.571007E-06,16.11765,15.4699,15.38301,15.46875,16.39981,0.01939612,0.005524126,0.007022489,0.01129173,0.1021882
186.68327,-3.0933065,0.02492425,4.004263E-05,21.22176,19.76767,19.2324,19.00679,18.78812,0.2132162,0.02855896,0.02791275,0.033619,0.1011942
186.84543,-2.7518439,0.02492506,9.827148E-06,17.76085,15.99407,15.21349,14.84244,14.54518,0.01815757,0.003183438,0.002727407,0.002777966,0.005144459
186.40439,-2.8662162,0.02440938,4.478283E-05,19.85938,18.24963,17.54097,17.23069,16.97419,0.07996572,0.009877398,0.008151701,0.00893777,0.02648067
186.40286,-2.9005192,0.02497949,8.93181E-06,17.18247,15.30147,14.47779,14.08623,13.75079,0.01227195,0.002537962,0.002269589,0.002282589,0.003433298
194.73605,-3.3069707,0.009571679,1.247278E-05,19.00365,17.96352,17.6521,17.50691,17.40191,0.04011763,0.009008996,0.01018001,0.01369942,0.04367792
194.77134,-3.2043648,0.01007847,5.028913E-06,18.08967,17.015,16.79762,16.69927,16.72264,0.03077197,0.006435523,0.008574937,0.01178567,0.0439203
195.23463,-2.9221316,0.01680616,6.286781E-06,18.38762,17.30737,16.94504,16.81308,16.68813,0.03658852,0.00716848,0.008270116,0.01078402,0.03372911
195.10264,-2.7091242,0.01847922,6.457157E-06,17.77403,16.61657,16.08638,15.81566,15.56399,0.0162261,0.003948093,0.003589982,0.003903366,0.009064996
194.579,-3.6461815,0.01571736,1.465776E-05,19.77578,18.33376,17.71158,17.43124,17.2746,0.09210081,0.01321377,0.01179075,0.01451323,0.04250662
194.34561,-3.6745183,0.01059428,4.639171E-06,20.26912,19.82636,19.92902,19.95916,20.1183,0.06971148,0.0230939,0.03620128,0.05973696,0.2430739
200.60886,-2.4182707,0.02319018,8.886733E-06,15.46504,14.19635,13.56801,13.26322,13.002,0.006824996,0.002031872,0.001874335,0.001883269,0.002980208
200.65553,-2.5139509,0.02277566,7.147022E-06,17.16206,16.03158,15.44619,15.17152,14.91519,0.01278962,0.003203411,0.002813332,0.002876777,0.005810017
200.25391,-2.7141641,0.01044113,5.238892E-06,18.11897,17.48529,17.33218,17.28684,17.1605,0.02922541,0.007851274,0.00990931,0.01487974,0.04664902
200.2771,-3.5064639,0.02286045,6.408564E-06,18.03409,16.80852,16.30706,16.02328,15.81622,0.02342847,0.005065832,0.004566345,0.004880414,0.01252289
199.95946,-3.0907765,0.0225789,1.577533E-05,18.54222,17.30826,16.79074,16.55858,16.40248,0.04012313,0.007134189,0.007077216,0.008165217,0.02442486
199.90278,-2.9120419,0.02272586,6.594485E-06,16.3146,14.54189,13.797,13.4143,13.15447,0.009549775,0.002135895,0.001936359,0.001943357,0.002798813
199.7984,-3.0149198,0.02233244,1.443613E-05,18.89636,17.84903,17.41982,17.188,17.0114,0.05891631,0.01075902,0.01073189,0.01312879,0.0367437
242.94403,-0.034460017,0.02408826,6.517136E-06,17.92399,16.97262,16.61824,16.43252,16.31699,0.02823203,0.007524857,0.007463092,0.01187533,0.02770609
242.43318,-0.11512294,0.005018893,1.212132E-05,18.08368,17.17286,16.96854,17.03926,18.02807,0.05297246,0.01357514,0.01657072,0.03126587,0.2079595
190.54522,65.670952,0.014409,9.306157E-06,17.86757,16.61502,16.22027,16.05107,15.88799,0.04581296,0.00612949,0.006785457,0.009909697,0.0268294
193.96671,63.610917,0.008868736,1.965565E-05,17.32899,15.56585,15.02879,14.78292,14.33798,0.02209446,0.004177914,0.003995314,0.004259501,0.009356355
195.14548,64.447137,0.006971397,6.122747E-06,15.82545,14.99618,14.58015,14.45134,14.28306,0.007760362,0.00261425,0.002491761,0.002681122,0.00608035
193.67061,63.890269,0.00187701,1.049592E-05,19.37503,18.21457,17.71437,17.54912,17.31634,0.1060057,0.01792305,0.01640186,0.02060533,0.06352963
206.66261,64.405879,0.02394924,5.414076E-06,18.22098,17.38339,17.20167,17.12029,17.04528,0.02142151,0.006581351,0.006155331,0.00790019,0.02282386
206.63389,64.390328,0.02417801,7.408268E-06,17.16747,15.62938,15.09276,14.83149,14.61995,0.009672984,0.00272927,0.002487621,0.002590595,0.003987286
207.97331,64.37286,0.005888203,4.325017E-06,15.96946,15.6017,15.59548,15.82694,15.78961,0.008264113,0.003177249,0.00366488,0.005193112,0.01504387
222.44199,60.398526,0.00772539,4.733259E-06,16.18381,15.24052,14.81917,14.64405,14.4814,0.008511313,0.003131797,0.003083013,0.003897256,0.008239276
229.61274,58.449602,0.008546051,6.033824E-06,17.27766,16.3404,16.05838,15.90277,15.84394,0.02027886,0.004321144,0.01566737,0.01323625,0.02304586
233.5151,59.457859,0.009635605,4.15976E-05,18.73079,17.2848,16.62409,16.29614,16.10012,0.06326006,0.006925147,0.006527885,0.007036887,0.02400867
234.3875,58.579956,0.00972167,9.897456E-06,17.99235,16.99954,16.60695,16.38286,16.2766,0.03304194,0.007340841,0.007479399,0.009249927,0.02830026
241.27332,53.453976,0.01901576,1.298989E-05,18.7699,17.48372,17.0837,16.90856,16.68449,0.07138448,0.009954437,0.01027044,0.01304597,0.04037703
190.11287,1.1969253,0.006215455,4.686436E-06,14.95765,13.15149,12.39259,11.99567,11.71101,0.004496816,0.001645333,0.001574285,0.001577838,0.001896743
189.94066,0.89823766,0.01595755,1.528056E-05,17.30131,16.14848,15.61196,15.34741,15.16003,0.01544187,0.003341141,0.0030966,0.003256055,0.007587327
189.79746,0.71748173,0.01695743,1.458722E-05,15.63155,14.35418,13.86647,13.60347,13.46126,0.01586054,0.002604997,0.002418235,0.002627361,0.005761237
190.22348,1.0083456,0.02290753,7.624907E-06,17.44135,15.64238,14.83815,14.43805,14.12437,0.01716108,0.002836563,0.002399515,0.002425912,0.004217309
190.23911,0.98722275,0.02312812,1.159598E-05,18.31458,17.12165,16.57947,16.30464,16.12533,0.02986696,0.005823367,0.005154612,0.005755801,0.01482817
197.42118,-1.0482723,0.02443011,1.877017E-05,17.27801,15.83065,15.11257,14.777,14.49215,0.02054023,0.003690878,0.00306675,0.003132185,0.006563019
197.41256,-0.88969379,0.01778415,9.879253E-06,18.12027,16.84977,16.4155,16.25222,16.05874,0.03614533,0.007142073,0.006636335,0.008123765,0.02431771
197.85979,-0.24973076,0.01277295,1.061525E-05,15.31188,13.76607,13.05418,12.70587,12.41688,0.007589548,0.001975221,0.001786083,0.001812849,0.002896084
197.13122,-0.84438555,0.01815001,6.189873E-06,18.69535,17.7248,17.31615,17.12934,17.03678,0.0286091,0.007168441,0.007092852,0.008476846,0.0263109
197.2306,-0.80160047,0.01906901,8.094142E-06,18.47987,15.186,14.30667,19.90986,13.57151,0.0359809,0.002498103,0.002165744,0.1511766,0.003035665
197.2088,-0.81730439,0.01794305,8.769841E-06,15.83887,13.91534,13.02406,12.55416,12.23039,0.008046694,0.001853252,0.001674172,0.001631687,0.002142665
197.26515,-0.76600392,0.01720522,8.525175E-06,16.14792,14.33558,13.54688,13.18706,12.88466,0.008457609,0.002010026,0.001821471,0.001819311,0.002585285
197.1845,-0.76682978,0.01868426,5.411265E-05,18.95993,17.45313,16.89338,16.62609,16.43411,0.0502249,0.007247054,0.006530106,0.007757801,0.02027616
197.09199,-0.96030623,0.01825436,1.327311E-05,18.4526,17.40058,16.97911,16.73615,16.58323,0.04236072,0.01024844,0.01062358,0.01266329,0.03347324
197.07373,-0.85326815,0.01760112,1.312494E-05,18.54736,17.33705,16.82594,16.56574,16.39375,0.02742849,0.005830608,0.005315941,0.005857743,0.01565102
196.77353,-1.1768512,0.01865457,1.500658E-05,16.13785,15.01446,14.41578,14.13676,13.88881,0.007611696,0.00253924,0.002305894,0.002365011,0.004230659
196.50647,-0.99778753,0.02265377,1.230018E-05,18.1071,16.4451,15.59416,15.15035,14.80133,0.02054978,0.00382303,0.003046287,0.002966475,0.005237065
197.0997,-0.48171662,0.01745841,2.084102E-05,18.18861,17.06511,16.52267,16.25386,16.16508,0.03897733,0.007918948,0.008532125,0.009137477,0.02918431
199.42994,-1.0010418,0.004145569,2.793502E-05,16.68278,15.84161,15.63038,15.45199,15.50459,0.0187347,0.004885604,0.005526471,0.006659123,0.02365173
204.60866,-0.22762131,0.01239225,5.78229E-06,15.81344,14.01564,13.26583,12.88397,12.60998,0.006625894,0.001877519,0.001737977,0.001749984,0.002441064
204.58628,-0.20538456,0.01203844,9.182259E-06,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999
204.08863,-0.460621,0.0125614,7.565542E-06,17.12945,16.05245,15.68324,15.50002,15.37958,0.01957475,0.004254696,0.004247025,0.005450731,0.01636805
211.3688,0.92699942,0.02485443,4.54792E-06,18.21691,17.04669,16.74166,16.56582,16.59339,0.03898063,0.006396438,0.009037863,0.01537094,0.03358899
211.71692,0.00016248578,0.02491612,9.913554E-06,18.71175,17.77542,17.53271,17.41644,17.33241,0.05281225,0.00970522,0.01274805,0.01515059,0.05517625
216.28745,-1.113478,0.008818436,1.213598E-05,17.10749,15.65343,14.97762,14.65768,14.45307,0.0158658,0.003175141,0.002746088,0.002761697,0.005187635
221.54637,-0.22296552,0.005535014,5.401018E-06,14.10883,12.40222,11.59415,11.17221,10.86068,0.0038647,0.001661966,0.001587221,0.001576462,0.001778172
221.31598,-0.1594907,0.005550537,1.43632E-05,16.63716,15.4989,15.02588,14.85542,15.53601,0.01466608,0.004199941,0.00439184,0.005590933,0.1752203
220.6987,-0.49837507,0.005957456,4.764611E-06,18.22416,17.2791,17.0072,16.84048,16.89079,0.02801881,0.006553343,0.00722505,0.008736623,0.03265295
168.70597,0.9056289,0.01934646,5.788365E-06,18.13998,17.13107,16.7873,16.65246,16.5235,0.03205048,0.005730302,0.005557276,0.006691943,0.01919137
170.6755,0.59173353,0.02388162,8.942676E-06,18.54556,17.32151,16.81094,16.58215,16.40558,0.04708324,0.009800347,0.007756668,0.009776006,0.02917611
173.60214,1.1542757,0.01715009,6.093444E-06,18.56538,17.44852,17.0563,16.87672,16.70967,0.03128761,0.006497967,0.006328885,0.00768644,0.02085884
178.19797,-0.66879376,0.004619197,4.741572E-06,17.79074,17.13461,17.22422,17.61698,17.5124,0.01904184,0.005387019,0.006338851,0.00973553,0.0270523
181.1096,-0.63194427,0.02037231,6.033353E-06,17.55648,16.32881,15.97569,15.77296,15.77127,0.03231304,0.006510984,0.009847678,0.01251007,0.02524153
179.9844,-0.54819763,0.02175559,1.397587E-05,16.6566,15.37615,14.87124,14.61318,14.45466,0.0139402,0.003368199,0.00320108,0.003218566,0.008439941
180.27077,0.11376081,0.02066828,9.754552E-06,17.07762,15.37873,14.63865,14.25504,13.97091,0.01483271,0.00268572,0.00240546,0.002365233,0.0038055
183.19349,0.40911412,0.02046719,1.037573E-05,17.75003,16.76308,16.40741,16.22691,16.10465,0.02928325,0.008629938,0.008159889,0.01002886,0.03929248
183.25125,0.043752428,0.02097693,8.24082E-06,17.44581,16.42183,16.08145,15.93479,15.83749,0.02146309,0.005102732,0.005452434,0.006513895,0.02659038
183.68935,0.74352956,0.02078847,6.236331E-06,16.84251,15.5502,14.91778,14.60087,14.32084,0.01151397,0.002970286,0.00263536,0.002747847,0.004844753
183.5165,-0.069644426,0.02094281,7.237177E-06,17.2591,15.58535,14.87865,14.56585,14.32988,0.01122921,0.002759492,0.002483105,0.002534031,0.00419772
183.2913,1.1923326,0.02130958,6.441239E-06,19.09249,18.0186,17.61148,17.42025,17.27584,0.03548783,0.007514885,0.007321334,0.008549019,0.0232638
183.87771,-0.049385385,0.02481925,1.040999E-05,18.43226,17.30007,16.85724,16.5839,16.39096,0.04081563,0.007258656,0.007422169,0.008847266,0.02321912
183.62177,0.83009005,0.02045906,9.411699E-06,16.06812,14.66947,13.95504,13.56264,13.22544,0.008610948,0.002296446,0.002064883,0.00207704,0.003027465
189.92795,65.592237,0.01477548,4.701691E-06,18.06255,17.16456,16.93094,16.81736,16.73286,0.0226632,0.005351961,0.006473023,0.00791866,0.02225707
189.18484,64.854694,0.02386411,5.976282E-06,18.87129,17.8275,17.47159,17.29885,17.14637,0.03857422,0.007671965,0.007882457,0.009737535,0.03525839
209.67869,61.862647,0.005988116,8.357793E-06,17.32003,16.24558,15.81216,15.61801,15.48325,0.01662206,0.00434534,0.00410248,0.004461629,0.01150835
229.70009,59.462425,0.002271184,5.150885E-06,15.95718,15.04379,14.68169,14.58275,14.56603,0.01236627,0.003655524,0.00926488,0.01519018,0.01128903
235.58428,53.529406,0.01274526,4.4491E-06,18.61684,17.89326,17.73301,17.69167,17.66293,0.02808375,0.00837145,0.01078034,0.01170882,0.04405688
235.92568,53.662337,0.01182614,6.648891E-06,18.53038,17.667,17.39554,17.21376,17.10779,0.03414071,0.008074457,0.00942877,0.01108951,0.04108318
243.33995,48.155036,0.02006733,5.220598E-06,17.32415,16.3416,15.97132,15.79255,15.6324,0.01138118,0.003347127,0.003278778,0.003483056,0.008251205
243.32684,48.391828,0.01990031,4.102766E-06,17.16352,16.25424,15.99944,15.8652,15.7672,0.0141985,0.003404318,0.003897529,0.004262484,0.01050958
242.79799,48.33444,0.009434996,5.192314E-06,15.99537,15.21516,14.9881,14.90175,14.77786,0.00628292,0.002470548,0.002502085,0.003445095,0.007164336
243.02216,48.8183,0.02008482,8.052885E-06,18.75185,17.74648,17.45476,17.36018,17.20752,0.04757352,0.01093892,0.01218337,0.02103586,0.04917686
242.62851,48.33991,0.01993949,5.142821E-06,17.82601,16.67713,16.37662,16.29127,16.10821,0.02128758,0.004763995,0.005009888,0.03050859,0.02283924
242.55212,48.517847,0.02008502,5.286167E-06,16.91152,15.90112,15.49253,15.28569,15.1242,0.01339779,0.003570203,0.003394079,0.003781881,0.009537274
242.42719,48.298853,0.0199533,5.930983E-06,18.56264,17.64363,17.35949,17.16928,17.07834,0.02666565,0.007287787,0.007315278,0.00804661,0.02414658
192.27536,64.132142,0.007559667,4.870612E-06,16.96449,15.83521,15.37788,15.1497,14.93535,0.01119556,0.002961807,0.002808732,0.003106304,0.006803842
191.50364,64.569347,0.007685027,2.044053E-05,15.95268,14.64198,14.23914,14.03251,14.00812,0.01094846,0.004108001,0.005799163,0.004979926,0.01616411
211.35267,61.567046,0.005755536,6.455838E-06,17.32781,16.51734,16.19271,16.12606,16.01317,0.01290044,0.003885628,0.003883169,0.00456795,0.01268492
210.75306,61.752052,0.005380985,2.746229E-05,21.19335,19.94415,19.35982,19.19854,18.95859,0.1035247,0.02092434,0.01771969,0.02171727,0.05014775
210.53624,61.4124,0.005640853,7.371311E-06,18.50596,17.6862,17.43494,17.32449,17.28532,0.02595814,0.008253551,0.009451833,0.01289518,0.04099721
223.91145,62.317496,0.02153374,2.891142E-05,18.73472,17.16407,16.49392,16.18407,15.98544,0.03825712,0.005619145,0.004933783,0.005397207,0.01619114
223.17557,61.567421,0.01001645,4.999386E-06,18.3192,17.3505,16.99262,16.89054,16.84999,0.03032344,0.006959388,0.007179412,0.009968656,0.03778042
223.7493,62.275921,0.02170907,1.010119E-05,16.84099,15.05798,14.30501,13.93658,13.68082,0.01512632,0.00248115,0.002173511,0.002194773,0.004230775
183.85978,-2.4333943,0.01782648,5.648951E-06,18.81819,17.87489,17.50122,17.32809,17.27772,0.04039647,0.008506558,0.009044631,0.01138626,0.0468097
183.62642,-2.9231817,0.01918881,7.680282E-06,16.85784,16.17322,15.75016,15.64498,15.46952,0.00871443,0.003280449,0.003127947,0.00334277,0.006881362
183.42831,-3.0603606,0.0176709,8.015972E-06,17.91246,16.95753,16.61773,16.42173,16.25913,0.01656548,0.004399806,0.00453622,0.005050678,0.01373292
192.31078,-2.8968305,0.01104494,1.052524E-05,18.49151,17.33218,16.8869,16.66365,16.55163,0.03938257,0.007831731,0.00810539,0.009249646,0.04282739
191.26962,-3.0683663,0.02468316,7.544714E-06,17.2371,16.4002,16.11757,15.94906,15.77887,0.01150386,0.003425324,0.003472918,0.00365833,0.008304767
199.29813,-2.2010473,0.01894863,9.182809E-06,17.03608,15.46559,14.78207,14.44142,14.1771,0.01426817,0.002745772,0.002439111,0.002438554,0.00468278
199.14187,-2.289566,0.01341753,7.885335E-06,16.90818,16.06123,15.75021,15.64521,15.61969,0.01348872,0.004347255,0.004260871,0.005762078,0.02088003
240.13694,-0.1662719,0.02422201,1.910878E-05,16.65848,15.36746,14.94159,14.73423,14.65051,0.02813857,0.003967885,0.003669451,0.004060225,0.01373912
228.13224,0.81258204,0.006153071,1.614971E-05,17.06063,15.8993,15.37413,15.08444,15.03923,0.02621709,0.005302717,0.005165946,0.006725881,0.01743024
235.4981,0.71280211,0.006394573,1.459036E-05,15.94463,14.48227,13.80268,13.43847,13.24604,0.03200861,0.005609416,0.003962269,0.004777301,0.01397633
172.01844,-2.012486,0.01855737,8.340906E-06,18.20754,17.04634,16.50364,16.24677,15.98513,0.0232326,0.004855816,0.004277752,0.004772524,0.01086503
178.22274,-1.4492726,0.0187608,6.689093E-06,18.5248,17.72169,17.50077,17.39613,17.35646,0.04917672,0.01033121,0.0125487,0.01724572,0.0621453
177.88725,-2.372798,0.003524287,5.054595E-06,17.39916,16.76826,16.6708,16.69355,16.69367,0.01854542,0.005360403,0.006577405,0.009601848,0.0386362
178.42838,-1.6598983,0.01096165,1.021423E-05,17.37649,16.4801,16.12429,15.99956,15.92338,0.0262429,0.006268386,0.006896833,0.009413017,0.02910096
178.15699,-2.4684419,0.003533093,4.908584E-06,15.93135,15.57381,15.6843,16.02091,15.98341,0.005974449,0.00274185,0.003230575,0.004890626,0.01675282
178.25814,-2.2967871,0.01861324,1.341855E-05,17.40137,15.8187,15.10471,14.75422,14.51344,0.01862634,0.003219597,0.00277148,0.00282328,0.006414729
178.60437,-2.319567,0.007982176,1.340186E-05,15.21088,14.0204,13.45567,13.17069,12.97539,0.007572331,0.002270069,0.002155756,0.00228457,0.004902802
186.89488,-1.7793956,0.02465655,1.897343E-05,19.34258,17.74585,17.05873,16.72288,16.47239,0.04106658,0.006567254,0.005396718,0.005988755,0.0137634
186.80999,-2.0371578,0.02181603,2.010109E-05,16.41475,15.09478,14.53979,14.25772,14.08009,0.01481177,0.003191551,0.002885591,0.003305109,0.008032705
187.44266,-1.2950821,0.007539904,6.360119E-06,22.44341,20.64673,20.38111,20.1911,19.9594,0.4422371,0.04142747,0.04797145,0.06441866,0.2013388
