ra,dec,z,zErr,dered_u,dered_g,dered_r,dered_i,dered_z,modelMagErr_u,modelMagErr_g,modelMagErr_r,modelMagErr_i,modelMagErr_z
208.49803,17.157327,0.02166818,7.196367E-06,17.41343,16.35393,15.96152,15.74215,15.60996,0.01648331,0.003740731,0.003557067,0.003849691,0.008896258
212.53234,18.364678,0.01701416,8.789246E-06,15.85662,14.15516,13.36549,12.93928,12.67345,0.0120898,0.002463781,0.002089669,0.002110972,0.003055973
212.88284,19.172283,0.01418893,7.977805E-06,15.72584,14.73143,14.32755,14.12831,13.94726,0.008522548,0.002710317,0.002598785,0.002851,0.006109241
213.07011,18.29946,0.01676689,5.564328E-06,15.88517,14.14296,13.34097,12.99538,12.70654,0.01178771,0.002191725,0.001867751,0.001931278,0.002893353
213.10181,18.411775,0.01646085,6.043577E-06,16.1768,14.35341,13.59018,13.18294,12.95697,0.01096666,0.002093699,0.001859256,0.001860346,0.002757323
213.14036,18.500361,0.007382973,5.398344E-06,17.88732,17.1797,17.17085,17.56695,17.55716,0.02081349,0.02275611,0.007048192,0.01346489,0.04192834
228.8942,2.2482843,0.006358,7.384119E-06,15.72163,14.00658,13.32114,13.00377,12.74986,0.0083394,0.001980329,0.00179187,0.001838779,0.002622766
229.02488,2.6919224,0.004881246,5.311096E-06,17.42546,16.52544,16.27615,16.16467,16.13347,0.02405693,0.005245134,0.006232301,0.008509658,0.02204524
233.9131,2.4269165,0.02326964,7.428531E-06,16.72183,15.79711,15.43792,15.28242,15.12821,0.01362748,0.003475104,0.003473616,0.00438453,0.01171319
194.77605,14.429733,0.008966349,1.575882E-05,18.82979,17.82246,17.51565,17.43884,17.26628,0.04623646,0.009888344,0.0116358,0.01806352,0.05229912
194.57205,14.557059,0.006742944,1.857041E-05,15.33199,14.13852,13.64297,13.35766,13.19075,0.008764895,0.002582329,0.002530724,0.002780827,0.007909941
194.38434,13.470705,0.02144123,6.969879E-06,21.84248,21.47767,21.34527,21.72586,22.80146,0.2579454,0.07152214,0.08391014,0.1389327,0.549273
196.73389,14.807412,0.003234245,5.321214E-06,17.07646,16.05162,15.73162,15.67272,15.6448,0.01847479,0.004057589,0.004635479,0.006102919,0.02238495
203.6252,13.804144,0.02422163,1.609351E-05,16.74202,15.19769,14.51472,14.18435,13.88626,0.02312494,0.003646364,0.003182564,0.003392922,0.007620988
203.76508,13.922161,0.02443925,1.319415E-05,17.77197,16.04199,15.25246,14.88437,14.58261,0.02379243,0.003592346,0.00290989,0.002989559,0.006311516
203.7503,13.619368,0.02319956,6.206692E-05,19.60382,18.16291,17.44347,17.11805,16.90574,0.07268886,0.01056675,0.008842574,0.009903478,0.02951578
203.5535,13.8259,0.0235176,2.259783E-05,18.37444,16.65817,15.94203,15.6163,15.36478,0.04112716,0.005411353,0.00456152,0.004825518,0.01144856
203.73311,13.742161,0.02312165,9.99471E-06,15.47598,13.53086,12.67183,12.24037,11.96856,0.006678944,0.001730128,0.001611611,0.001611815,0.002044781
203.39635,13.810581,0.02309329,3.560552E-05,19.67271,18.17761,17.49286,17.17697,16.95117,0.08544918,0.009306255,0.008061003,0.008932584,0.02379363
203.13485,13.933283,0.0230834,1.183435E-05,17.01106,15.69949,15.07334,14.73402,14.44492,0.01294896,0.003042496,0.002672974,0.002772229,0.005687392
203.07865,14.18322,0.02295194,5.257158E-06,18.3274,17.05082,16.31227,15.92434,15.53028,0.02066281,0.004382913,0.003722116,0.003739788,0.00730277
203.31745,13.308649,0.02368997,2.205325E-05,18.94108,17.71833,17.16525,16.89399,16.7567,0.04487588,0.01079701,0.008973733,0.01041254,0.03678884
202.94956,14.132047,0.02446127,9.976906E-06,17.22484,15.4106,14.6423,14.27625,13.99391,0.01377263,0.002647418,0.002359307,0.002388841,0.004001627
202.98724,13.517113,0.01622546,4.678709E-06,18.69395,17.91116,17.83938,17.86819,17.76774,0.02336964,0.006418894,0.007199069,0.009912387,0.02995374
202.60674,13.196727,0.02451015,1.319655E-05,18.77994,16.93929,16.20456,15.84333,15.5585,0.0315952,0.004758504,0.003753183,0.003915736,0.008121078
202.49998,13.41279,0.02381103,8.025681E-06,21.44797,20.61545,20.07672,20.04842,19.82385,0.1415497,0.03610376,0.03093088,0.04376616,0.1249362
204.57409,14.092384,0.02390325,9.532874E-06,18.95777,17.88962,17.46115,17.30415,17.16612,0.04497613,0.01105253,0.01169387,0.01438546,0.0461495
205.50751,14.709371,0.01535333,5.126764E-06,18.23694,17.36576,17.20896,17.14529,17.18095,0.02425805,0.006373688,0.006906172,0.009755155,0.03122962
205.82583,14.344834,0.0216363,6.289599E-06,18.7301,17.61298,17.23033,17.04963,16.90202,0.04193492,0.008871251,0.01338077,0.01604205,0.07160562
119.28438,47.765592,0.02281624,8.484205E-06,18.4518,17.24582,16.89049,16.62764,16.62055,0.04572644,0.007681356,0.009684561,0.0121473,0.04045717
119.31546,47.803054,0.02273741,4.762205E-06,18.43402,17.42414,17.0463,16.84027,16.70627,0.03165014,0.007498502,0.008102296,0.01039773,0.03521672
119.26879,47.482717,0.02270503,3.948287E-06,18.34205,17.46023,17.12286,16.95529,16.8501,0.02806538,0.00659148,0.00704488,0.00820225,0.02252219
117.73427,48.312766,0.02152623,9.483548E-06,17.05211,15.17276,14.32386,13.93449,13.65733,0.0133264,0.002490968,0.002134246,0.002150672,0.003342969
242.11263,10.896037,0.01648632,1.319452E-05,18.50327,17.40643,16.95902,16.78737,16.64952,0.05700913,0.009843918,0.01041805,0.01455519,0.0423191
241.85459,10.425806,0.01666819,1.511811E-05,15.88099,14.56144,13.99015,13.68298,13.49574,0.01009884,0.002437274,0.002190613,0.002251654,0.003906594
242.06699,10.108685,0.01571612,1.357397E-05,18.13573,16.62977,15.9779,15.64412,15.38426,0.02283709,0.003861916,0.003384791,0.003502063,0.007903961
242.59842,10.210955,0.01687547,4.920008E-06,16.82747,16.00286,15.73447,15.64641,15.50525,0.0099009,0.003269074,0.003172654,0.003537657,0.007054837
166.63005,45.037447,0.02101557,5.681122E-06,18.34105,17.19114,16.79462,16.59061,16.45089,0.02462036,0.005612112,0.00558615,0.006441201,0.01807848
166.62083,44.850963,0.021032,8.10336E-06,17.4538,16.33156,15.78774,15.52095,15.25904,0.01148453,0.003340856,0.003000776,0.003117688,0.006025973
166.61101,44.699207,0.02282879,7.41411E-06,18.02799,16.99369,16.68793,16.54013,16.37277,0.03501861,0.006220389,0.006712347,0.00882895,0.02487091
167.12534,45.130825,0.02061205,1.514863E-05,15.48648,14.24954,13.64078,13.34533,13.1168,0.005347531,0.001993935,0.001877199,0.001911225,0.00292757
167.04,45.213855,0.02050012,5.634191E-06,18.30912,17.31617,16.95516,16.7678,16.73377,0.02804824,0.006328862,0.006980137,0.008650996,0.02577167
167.13481,45.173392,0.01010074,5.588535E-06,18.95849,18.04271,17.72217,17.63977,17.46413,0.03599455,0.008874423,0.01024944,0.01355033,0.0414564
166.43474,44.83283,0.002626585,4.524011E-06,18.3916,17.72303,17.26863,17.06255,17.04051,0.0312458,0.02345174,0.00874508,0.01076448,0.04012563
166.13304,45.111057,0.02177295,7.452498E-06,21.22571,17.82164,17.29382,17.03325,16.9006,0.2135676,0.006964704,0.006305175,0.006733579,0.01744363
166.11428,45.128594,0.02200824,7.786088E-06,16.86902,15.10796,14.35252,14.20363,13.70823,0.009478917,0.002362518,0.002138042,0.01220799,0.003018177
166.15399,45.125214,0.02163574,8.243057E-06,14.76093,13.49569,12.68314,12.28227,11.95729,0.004578277,0.001828141,0.001669662,0.001641543,0.002054568
166.18781,45.15648,0.0219916,1.706035E-05,18.24112,16.89356,16.29822,16.00114,15.76957,0.02755144,0.004838665,0.004492374,0.004663861,0.01268286
166.17357,45.217375,0.02249981,4.982611E-06,18.86514,17.95147,17.75052,17.62019,17.57824,0.03430991,0.007930931,0.00932479,0.0121567,0.03948814
167.57741,47.371507,0.01992815,2.33677E-05,17.80663,16.50629,16.03677,15.76159,15.59213,0.03532501,0.005546363,0.005680996,0.007333887,0.0208452
166.83194,46.3833,0.0245783,8.693799E-06,16.06446,14.33082,13.54119,13.16224,12.9171,0.00840261,0.001949191,0.001815691,0.001824675,0.002826025
167.82899,47.441231,0.02476059,1.231201E-05,18.40259,17.32376,16.93526,16.76358,16.72847,0.0489881,0.009376851,0.009216283,0.01167974,0.04070975
167.00267,46.850705,0.0249325,1.205818E-05,16.691,15.30723,14.60211,14.21017,13.90332,0.01310983,0.002808503,0.002538308,0.002624825,0.004464045
166.93033,46.445633,0.02478563,3.517081E-05,18.94893,17.45929,16.80806,16.52385,16.32199,0.04917897,0.006685141,0.006111106,0.006733373,0.01988459
166.87114,46.354415,0.02403368,1.296907E-05,17.83467,16.59786,16.08665,15.82019,15.64811,0.02871635,0.004855177,0.00492645,0.005582284,0.01654885
168.96671,41.590974,0.002344373,7.965907E-06,14.34811,13.16022,12.70969,12.45552,12.33753,0.00414452,0.001818875,0.002068784,0.002108679,0.003599396
172.07592,41.443711,0.009953871,8.316944E-06,17.28653,16.20372,15.86215,15.73362,15.74961,0.02818703,0.008852119,0.007207972,0.01748229,0.03760468
171.49766,46.083454,0.02461002,6.647794E-06,19.11863,17.7026,17.29174,17.08612,16.95873,0.04667091,0.007287188,0.007676165,0.009248568,0.02588525
171.0332,47.268948,0.01618443,1.167977E-05,17.73268,16.70134,16.30122,16.12609,15.9621,0.01946991,0.004762914,0.004694249,0.006660613,0.01539036
170.80823,46.997777,0.02477564,9.366127E-06,17.02501,15.50019,14.79461,14.42488,14.15659,0.01264244,0.002627911,0.002420143,0.002424385,0.0044936
171.57402,46.974103,0.02489003,8.483256E-06,15.15215,13.66069,12.91581,12.56816,12.26515,0.005795286,0.00175025,0.001660884,0.001671099,0.002412649
173.68947,42.965353,0.01859397,1.301821E-05,17.04554,16.01485,15.65323,15.4644,15.35116,0.0183574,0.004095553,0.006053571,0.007405413,0.01372695
174.69103,42.476658,0.02413077,1.140442E-05,18.46489,16.47714,15.75785,15.36104,15.02421,0.03928581,0.004464381,0.003868054,0.003912853,0.007141349
176.52662,45.976724,0.02424237,1.523058E-05,17.50466,16.39964,16.02946,15.83439,15.78643,0.02465189,0.005612049,0.005205489,0.006899467,0.02249302
177.01379,46.17461,0.02485696,9.332669E-06,16.86365,15.03865,14.22777,13.81341,13.54721,0.009888748,0.002328155,0.002084337,0.002070114,0.00302456
176.52441,47.492808,0.002766958,1.592713E-05,16.52126,14.14165,13.48816,13.14709,13.17705,0.03076339,0.003085414,0.003107009,0.003086948,0.0116955
177.70853,48.251449,0.002707319,5.741937E-06,16.91236,16.26486,16.07673,16.13253,16.06895,0.0119228,0.003711025,0.003931601,0.0051502,0.01430046
177.39656,47.831204,0.02497406,9.962254E-06,17.0781,15.29617,14.53102,14.16611,13.87518,0.01199853,0.002484849,0.002167992,0.002240248,0.00346365
179.64186,42.73404,0.002715251,1.251718E-05,13.78924,12.73016,12.19903,11.95368,11.81831,0.004626069,0.001909231,0.001861635,0.001862881,0.00313452
179.61871,43.075641,0.01983964,1.686773E-05,17.61164,16.41268,15.91782,15.67952,15.48443,0.01930336,0.004083824,0.003900988,0.004340947,0.01017829
179.90395,42.954376,0.002229716,6.440698E-06,22.14021,21.34459,21.13055,22.36552,21.32871,0.2685534,0.06372439,0.07289282,0.3016838,0.3808691
179.7175,42.722419,0.00234739,1.081003E-05,14.61269,12.54787,11.55346,11.02959,10.58489,0.005299029,0.001644995,0.001567785,0.001533061,0.00178624
179.85429,43.49591,0.01984271,6.541172E-06,18.58371,17.47376,17.02018,16.81131,16.69641,0.0377584,0.007012922,0.006744987,0.007452761,0.02110997
182.31384,41.611035,0.02304397,9.083719E-06,16.02928,14.25017,13.44038,13.06688,12.81954,0.008566827,0.001985368,0.001776722,0.001758085,0.002560335
182.26635,41.486661,0.02372043,2.914308E-05,19.82223,18.15868,17.50245,17.11334,16.87917,0.05395355,0.008083873,0.006496783,0.006272526,0.01456736
182.32171,41.593806,0.02357973,2.544215E-05,19.06744,17.33718,16.59534,16.25974,16.06365,0.05010944,0.006731912,0.005186882,0.005127866,0.01241405
20.5265,0.93796129,0.008268001,5.999542E-06,20.25979,20.17613,20.19023,20.38015,20.17037,0.05967253,0.02682701,0.03235109,0.05393305,0.1521421
210.57453,22.726515,0.01033237,5.409084E-06,18.18181,17.40501,17.24869,17.41033,17.05511,0.03443753,0.009212472,0.02042874,0.0151081,0.04241977
210.20442,22.763647,0.01023821,5.778919E-06,18.91521,18.12512,17.79453,17.64628,17.51366,0.03677944,0.0083301,0.009064505,0.01146631,0.03824861
209.75413,22.814962,0.009551551,5.215363E-06,17.83509,17.15903,16.92252,16.8595,16.85239,0.02311504,0.006037229,0.006994775,0.008757466,0.03071518
209.73051,21.988498,0.009502061,9.761754E-06,16.51441,15.47052,15.03923,14.81276,14.71998,0.01386557,0.003973416,0.004153157,0.004538733,0.0117272
215.30015,22.883329,0.01524225,3.018165E-05,18.61665,17.09031,16.64908,16.42972,16.75582,0.0941079,0.01215551,0.01475231,0.01767576,0.13436
214.78221,22.771148,0.01425478,5.370439E-06,17.40513,16.48427,16.06267,15.88127,15.71642,0.01226045,0.003498446,0.003229462,0.00355354,0.007089612
219.05203,21.863836,0.01770529,1.57542E-05,17.0064,15.71366,15.03891,14.69536,14.42911,0.01300718,0.002955326,0.002529681,0.002605951,0.004340561
219.0183,21.818454,0.01723334,1.543453E-05,17.31553,15.92668,15.35485,15.08547,14.8915,0.02342291,0.003884679,0.003340427,0.003677921,0.00812051
219.01537,21.84597,0.01755201,8.209744E-06,16.84647,15.24055,14.47533,14.10172,13.83297,0.01370623,0.002605907,0.002206868,0.002259959,0.003635067
224.93276,20.078618,0.02127741,2.749878E-05,17.91505,16.52233,16.2043,16.04993,15.99949,0.04561592,0.005785815,0.006531726,0.00789657,0.02796487
239.15351,6.1940643,0.006428085,7.366032E-06,17.43307,16.56763,16.21564,16.0089,15.87434,0.0397386,0.008821131,0.008818685,0.01057656,0.03319367
239.06014,6.0981716,0.005996648,1.033784E-05,21.93137,20.46597,20.16611,20.32452,22.26355,0.3276118,0.03541609,0.04156763,0.07123244,1.217069
211.88961,7.1778646,0.02382838,9.54573E-06,17.31105,15.55039,14.79329,14.40037,14.12566,0.01532706,0.002833948,0.002417661,0.002472774,0.004117883
211.93612,7.2160121,0.02411783,8.567072E-06,16.59103,14.86386,14.10079,13.69606,13.41972,0.01133236,0.00233371,0.002038044,0.002066657,0.003205783
212.04025,7.0308326,0.02326241,7.709116E-06,18.06433,17.24272,16.93833,16.75639,16.63631,0.02062732,0.005205335,0.005288953,0.006052064,0.01797619
211.84089,7.2998947,0.02421719,1.110472E-05,18.998,17.77922,17.22162,16.94209,16.74349,0.03722051,0.007326438,0.006301513,0.007095838,0.01720189
211.98056,7.0413771,0.02332461,1.744404E-05,16.83274,15.44848,14.86328,14.53551,14.24657,0.01824763,0.003044957,0.002792071,0.002977642,0.007480686
211.86843,7.7106121,0.02318544,3.875115E-06,18.87752,17.70563,17.46879,17.35807,17.20891,0.03792447,0.007334041,0.00793835,0.0127622,0.05376854
212.25798,7.1399265,0.01985763,9.267471E-06,18.21289,17.14437,16.78046,16.60212,16.48452,0.02927299,0.005665529,0.0057279,0.007024241,0.01934401
145.83975,38.916023,0.02488681,1.032384E-05,18.93307,17.41068,16.72831,16.38394,16.14029,0.03432578,0.005386213,0.004571314,0.00480986,0.01091375
147.9237,38.701982,0.004802067,5.866309E-06,17.98854,17.07363,16.87748,16.80072,16.71161,0.0379271,0.007867279,0.01275749,0.02313786,0.05558669
197.79252,49.525237,0.008346632,6.106992E-06,17.88852,16.94487,16.54133,16.36786,16.21234,0.02359641,0.005355326,0.005428612,0.006439692,0.01995588
197.73839,49.859755,0.02472723,7.885073E-06,16.50686,15.49701,15.05339,14.81757,14.621,0.00852899,0.002685635,0.00260362,0.003037279,0.006653196
197.92136,50.247292,0.01588052,2.900881E-05,17.48381,16.21721,15.73818,15.50876,15.37324,0.03099439,0.004936081,0.00499603,0.006743041,0.02256124
205.70898,47.253863,0.02497888,1.637455E-05,18.4518,16.80552,16.01738,15.6185,15.25773,0.02502986,0.004267726,0.003553546,0.0035965,0.006674607
209.32966,48.571588,0.0153177,1.609848E-05,21.48558,19.83277,19.63984,19.46575,21.25782,0.2211087,0.02527754,0.0302603,0.04699533,0.6914409
209.12318,48.051792,0.01525264,6.661451E-06,17.60682,16.53749,16.03817,15.78684,15.56285,0.01322887,0.005197127,0.003807297,0.004487126,0.009659651
209.83214,47.956215,0.01533376,8.542215E-06,17.58735,16.45603,15.98233,15.73301,15.53563,0.01751941,0.004522967,0.00468526,0.005220997,0.01145522
218.43929,44.082207,0.01016674,7.932153E-06,17.55941,16.70336,16.40833,16.25734,16.2448,0.02198027,0.005830866,0.005888423,0.01265798,0.02198998
218.86307,44.950219,0.01022574,7.695019E-06,18.75099,17.86783,17.55342,17.439,17.32011,0.04012974,0.008994405,0.0102184,0.01365815,0.04813005
219.13082,44.420658,0.02125264,2.149623E-05,18.65699,17.51536,17.11221,16.9306,16.87635,0.04923886,0.01109749,0.012604,0.01635403,0.04410917
220.38343,44.51276,0.01090551,1.410694E-05,14.78896,13.46742,12.89963,12.59155,12.44898,0.006126494,0.001924947,0.001874404,0.001970258,0.003812791
220.29704,44.55931,0.01081109,1.004723E-05,18.4159,17.11303,16.61613,16.37756,16.25614,0.04276698,0.006363964,0.006346938,0.009843744,0.026041
220.32149,44.478847,0.01075455,7.544618E-06,15.74701,14.12053,13.39645,13.04208,12.78429,0.007063081,0.001873074,0.001767973,0.00177988,0.002659069
220.79619,44.996051,0.0213603,5.749503E-06,22.02741,21.6507,22.14887,22.64319,22.80581,0.2249148,0.05692041,0.1154469,0.3016169,0.6654751
18.424277,-0.10271158,0.01717983,6.969773E-06,16.0797,14.3249,13.52733,13.12815,12.82157,0.01083524,0.002159608,0.001926824,0.001919499,0.002935826
159.10424,-2.0701846,0.0002276365,7.079536E-05,23.13679,21.10125,20.8854,20.60006,20.29416,0.7542844,0.05399496,0.06654669,0.07079463,0.2141239
159.30754,-0.59480233,0.0001352148,4.569383E-05,22.45683,21.1729,20.98699,20.83992,20.63291,0.2669878,0.0422423,0.04889632,0.05804497,0.1744474
159.40322,-0.81037106,0.0001420457,5.587124E-05,22.59126,21.71633,21.28953,20.99325,20.6922,0.4679122,0.08426262,0.08083074,0.1004844,0.2695574
249.85971,11.210615,0.02317611,1.182098E-05,16.37012,15.06,14.50059,14.17284,13.97965,0.02541955,0.004028504,0.003046606,0.003080265,0.006499386
248.99615,11.235733,0.02351512,6.995278E-06,18.97255,18.07446,17.73658,17.5347,17.65894,0.06959163,0.01424277,0.01751388,0.02295639,0.0943052
231.37859,13.315286,0.02225457,1.505685E-05,18.39689,17.26481,16.8268,16.65237,16.46103,0.05616696,0.008902902,0.01070868,0.01612187,0.04636761
231.33929,13.730363,0.02232724,1.554288E-05,16.43265,15.26925,14.79531,14.566,14.35014,0.02299093,0.003021772,0.002722712,0.002973845,0.00782659
231.33752,14.010286,0.02215453,6.730911E-06,18.30486,17.38419,16.98072,16.816,16.66035,0.02659933,0.006177715,0.005896875,0.00693298,0.02008621
231.24179,13.13899,0.02294642,1.115577E-05,17.65038,16.01157,15.28489,14.91603,14.62841,0.01727265,0.003438864,0.002867434,0.002895008,0.005074089
231.03391,13.593626,0.02213593,1.410328E-05,16.5095,15.2579,14.73802,14.46137,14.23332,0.01507079,0.003146156,0.002999948,0.003299482,0.006962151
206.63425,20.84752,0.02315275,1.467774E-05,15.51014,14.08706,13.36725,13.04344,12.81523,0.007725962,0.002128389,0.00195617,0.001973327,0.00309244
206.61717,21.16604,0.003065013,7.636101E-06,17.53155,16.42963,16.01882,15.82602,15.70014,0.02014367,0.003934474,0.004159514,0.004908304,0.01475494
206.94025,22.126486,0.02314249,1.662239E-05,16.76238,15.37345,14.69086,14.34496,14.13542,0.01565156,0.00302795,0.002625839,0.002646688,0.005297755
217.46482,19.159462,0.01874618,4.241696E-06,18.26019,17.41324,17.06393,16.91505,16.78538,0.02215908,0.005533719,0.006173807,0.007138878,0.0193704
223.37591,17.077918,0.01378813,1.551721E-05,18.42572,17.36695,17.0064,16.83332,16.81314,0.03866343,0.01169851,0.01237316,0.02311007,0.06378196
223.7052,18.105967,0.02032978,1.606077E-05,15.66321,14.51382,13.95561,13.66093,13.45935,0.01062794,0.002703608,0.002332088,0.002418473,0.005966525
226.79959,16.508128,0.02126991,1.412885E-05,18.15086,16.4163,15.69237,15.33519,15.06515,0.02504162,0.003853992,0.00329354,0.003276901,0.006260452
226.13188,17.315084,0.02092964,9.989744E-06,15.29385,14.10553,13.45127,13.09493,12.72849,0.009745298,0.00234215,0.00216959,0.002153826,0.0038039
223.46806,15.189309,0.02124855,6.278051E-06,17.94862,17.11952,16.92704,16.72865,17.03965,0.04186375,0.008898259,0.01071785,0.01234099,0.05688041
207.69869,20.898343,0.002898945,5.798486E-06,17.09671,16.28877,16.01213,15.95879,15.94009,0.02278069,0.00541011,0.006125209,0.008218743,0.02996988
208.10965,19.859552,0.02316335,9.255844E-06,18.79728,17.81998,17.49285,17.3479,17.26803,0.03600771,0.009961906,0.009419384,0.01200676,0.03479065
220.85517,19.327351,0.01936255,5.047383E-06,18.51932,17.59452,17.26514,17.1156,16.94479,0.02735043,0.006746939,0.00663138,0.008108648,0.01951629
230.73234,14.999108,0.02337665,8.229978E-06,16.03773,14.64175,13.95075,13.59452,13.30813,0.007858059,0.00222207,0.002004978,0.002056294,0.00298369
230.30591,15.313808,0.02278392,7.2875E-06,16.67994,14.87128,14.08171,13.70109,13.43336,0.009414125,0.002335159,0.002118463,0.002121257,0.002951516
230.57873,17.02617,0.02270587,8.819324E-06,16.96194,16.07916,15.75139,15.55807,15.44707,0.01560985,0.004151551,0.005331868,0.005206841,0.01432793
204.50419,10.240474,0.02391124,2.165935E-05,18.88975,17.49563,17.14091,16.95942,16.76669,0.09647305,0.01549754,0.01736503,0.02365955,0.043247
207.04463,10.175713,0.02408064,7.130146E-06,16.81143,15.65135,15.21003,14.96399,14.78865,0.01408844,0.003164567,0.002964593,0.003223523,0.007112098
208.98577,5.926607,0.02430417,1.514609E-05,16.99735,15.45764,14.66993,14.25255,13.89888,0.02182852,0.003689072,0.002974201,0.002913952,0.00559085
209.32437,6.1822347,0.01446688,4.103033E-06,17.9646,17.09366,16.73538,16.60041,16.53628,0.0232176,0.005688933,0.005591645,0.006330966,0.01678939
208.47125,9.8025732,0.02255972,6.494295E-06,17.94862,17.16253,16.91841,16.83424,16.70155,0.01947131,0.005376545,0.005507729,0.006760449,0.01638347
210.88249,6.7700751,0.02456043,1.689769E-05,16.57477,15.34629,14.8405,14.56262,14.40196,0.02228557,0.003550091,0.003869309,0.003573041,0.01048098
210.55432,8.0371055,0.01623237,6.435149E-06,14.94886,13.06627,12.22838,11.81235,11.53976,0.005399259,0.001672552,0.001558609,0.001539752,0.001832896
210.41784,7.9980044,0.01798464,1.577179E-05,18.59525,17.54945,17.18252,16.99513,16.988,0.05614733,0.01239402,0.01408959,0.01545262,0.04773012
210.58801,7.8899867,0.01832331,6.244166E-06,21.22478,20.77132,20.5097,20.55082,20.23711,0.1312861,0.04218632,0.0422713,0.05947245,0.1519022
210.5733,7.6841673,0.01517856,1.048105E-05,15.47178,14.0623,13.25428,12.89072,12.60028,0.007393734,0.00199145,0.001798899,0.001793127,0.002471022
210.82886,7.5053538,0.02318661,4.561968E-06,17.52102,16.55782,16.2506,16.09245,15.94308,0.02399504,0.00548216,0.005605892,0.007506878,0.02003902
212.90115,8.8097348,0.02280374,9.281617E-06,16.91842,14.95644,14.05935,13.60042,13.23636,0.0168226,0.002500481,0.002102405,0.002031688,0.003118506
212.96403,8.500018,0.02479217,9.567931E-06,18.85358,17.5719,17.13199,17.01089,17.05057,0.06082727,0.01153037,0.01452009,0.02191036,0.07347007
213.18874,9.552208,0.02413318,6.00315E-06,18.21247,17.1143,16.76933,16.57402,16.47845,0.03649693,0.007321743,0.007463926,0.009626728,0.02407825
213.73721,8.5960282,0.02449506,1.163489E-05,18.25774,17.05011,16.48879,16.22298,16.02406,0.03974385,0.006461664,0.005821683,0.005905148,0.0173822
213.24399,9.9211038,0.02353101,8.887584E-06,16.1679,14.92079,14.28159,13.94982,13.65026,0.01337717,0.00266065,0.002416012,0.002405372,0.004333753
214.24886,9.1058894,0.024801,7.357768E-06,16.86812,15.02627,14.22257,13.83937,13.53735,0.01503385,0.002424467,0.002143417,0.002092041,0.00338424
222.88675,8.5999652,0.005872922,8.357571E-06,18.06352,17.08783,16.7661,16.63194,16.51151,0.03201593,0.005890234,0.006007274,0.008043951,0.01925423
222.90801,9.0613216,0.01363723,6.457125E-06,17.99797,17.16984,16.88449,16.9364,16.80339,0.03770826,0.007724492,0.008042949,0.0111281,0.03102666
202.84828,9.8243647,0.02251309,8.797918E-06,16.47415,14.64622,13.90456,13.51669,13.27454,0.009772047,0.002129452,0.001967453,0.001979621,0.002828825
203.06003,10.408455,0.02434905,1.089889E-05,16.16103,15.137,14.86368,14.67743,14.56521,0.01453311,0.003200865,0.003644576,0.003790786,0.01022536
237.77549,36.218922,0.008408904,2.228971E-05,21.13911,20.32397,19.98357,19.79078,20.57091,0.1686487,0.03009594,0.035467,0.04326565,0.364468
243.58798,32.17658,0.01450731,6.337296E-06,17.32589,16.10916,15.49954,15.1972,14.93268,0.01541793,0.003288435,0.002973269,0.003121305,0.007362809
242.65856,31.791962,0.01449929,3.701048E-06,16.75962,15.50101,15.16891,14.98533,14.90706,0.0146648,0.003189635,0.003275206,0.003759674,0.01499127
150.60248,38.129304,0.0224977,1.983047E-05,17.28911,15.86773,15.13779,14.75827,14.41115,0.02023698,0.003734126,0.00309823,0.003124251,0.005876311
150.80866,38.020274,0.0217671,7.073941E-06,18.2451,17.17039,16.78007,16.56305,16.44707,0.02733605,0.006102701,0.006019793,0.007838983,0.02287372
151.21991,38.591934,0.02375546,5.609788E-05,19.30518,18.14724,17.58199,17.32617,17.13522,0.07010761,0.02048713,0.01828167,0.01863843,0.04299962
151.13262,38.006039,0.02320914,7.833843E-06,15.40419,14.19303,13.5365,13.19957,12.94384,0.005303304,0.001957889,0.001826014,0.001871139,0.002711105
151.09841,37.818007,0.02202414,1.5177E-05,16.66185,15.32229,14.69656,14.37131,14.15244,0.01133843,0.002818118,0.00248844,0.002577402,0.004541484
151.66821,38.168859,0.02209765,1.22233E-05,16.12789,14.98141,14.51689,14.26042,14.08364,0.0105035,0.002702759,0.002598504,0.003024394,0.007147127
152.26581,38.353427,0.021396,1.217294E-05,16.90768,15.82105,15.40424,15.16709,15.01383,0.01097754,0.003127967,0.003000743,0.003443088,0.008046699
151.54584,37.984111,0.02152645,8.758419E-06,18.52351,17.23127,16.72381,16.45274,16.29275,0.03116325,0.006711918,0.006157846,0.006259203,0.01659372
156.43039,39.64638,0.02342728,6.951102E-06,15.67298,13.64943,12.82619,12.43691,12.20218,0.005942083,0.00168172,0.001581988,0.001611215,0.002067998
161.25384,45.324731,0.02254125,8.361007E-06,17.1212,16.07719,15.59687,15.34856,15.13903,0.01647763,0.003494738,0.003637561,0.004058828,0.01254755
161.35358,39.130972,0.02469491,8.763565E-06,18.01365,16.99062,16.61839,16.42517,16.26119,0.01992897,0.005777732,0.006084567,0.006791649,0.02154191
212.92734,14.671541,0.01655059,6.156765E-06,18.87779,17.71759,17.47736,17.36931,17.3941,0.04204992,0.008279167,0.009159189,0.01837308,0.06038997
212.2979,14.909574,0.02304084,6.216292E-06,18.37967,17.47099,17.22853,17.04673,16.89349,0.01948519,0.00527368,0.005413005,0.005703601,0.0122003
